Season (Which subfolder to put file in, . for show's root folder, .. for downloads folder root)	Filename (Revision3 messed up some filenames, this column is used to fix that)	Download Name (Filename that the downloader spit out, useful when downloading from youtube)	Download Link	MD5	SHA256
.	threat-wire--0022--hackers-on-a-plane.mp4	Hackers on a Plane - Threat Wire-zGkx2VnZs9U.mp4	https://www.youtube.com/watch?v=zGkx2VnZs9U	29e310304518f28e7b29469b9768aaa4	3923e76ab0bc7428a2f9e67b0c1eb3e8391725194b6016abfcf1d642adcb6c56
.	threat-wire--0023--better-security-coming-to-twitter.mp4	Better Security Coming to Twitter - Threat Wire-eFdNFqm8InY.mp4	https://www.youtube.com/watch?v=eFdNFqm8InY	ad16ce94e7db664b7483d0a182c0d299	4a4e2b53ce717410a742b033a91c20b928fb5032866294d661fa128b93a823ba
.	threat-wire--0024--livingsocial-hacked.mp4	LivingSocial HACKED! - Threat Wire-m7NOn1CdPLM.mp4	https://www.youtube.com/watch?v=m7NOn1CdPLM	82ae879206d3b444db9d63c0f7aea4dd	aa56df102255cf885ecd8b231bfcc1452a78d9f51010a2b8002b0492457e8934
.	threat-wire--0025--texas-protects-workers-privacy-and-the-onion-gets-hacked.mp4	Texas Protects Workers' Privacy and The Onion Gets Hacked - Threat Wire-fBq3Pa3BpHo.mp4	https://www.youtube.com/watch?v=fBq3Pa3BpHo	9459a8df82f09a27606d980012c67f0f	d17b56cc4a4fb7ba40dd6ed74694e2e3fb3b9c0d1d92975988ead29fd9d9cbbf
.	threat-wire--0026--the-onion-explains-syrian-hack-and-cia-cover-blown.mp4	The Onion Explains Syrian Hack and CIA Cover Blown - Threat Wire-_Ytw1Jl7Pic.mp4	https://www.youtube.com/watch?v=_Ytw1Jl7Pic	efe5c562324e5709d63e1f074de07f55	f8857c242f050130641d7392589210551ad48752ddd27d49fa10c7e267fcaa34
.	threat-wire--0027--congress-vs-google-glass-and-strongbox-launch.mp4	Congress vs. Google Glass and Strongbox Launch! - Threat Wire-dbr7KpKhUdg.mp4	https://www.youtube.com/watch?v=dbr7KpKhUdg	56e44e2b50ce3583c983b56c2b3825fb	d7295eae4c4a7084d9c761c8095e9fb58aad38a9dc4923a6803ef4fbaab17f14
.	threat-wire--0028--twitter-two-step-authentication.mp4	Twitter Two-Step Authentication - Threat Wire-2eyO-JQe-sA.mp4	https://www.youtube.com/watch?v=2eyO-JQe-sA	c17d6a65fd016fefe3845d48137c817a	86bb89fd94e0293f8121b8bcafc8c5e4a1a806866e3c93868d356d6d0c64d09a
.	threat-wire--0029--megaupload-victory-and-evernote-gets-more-secure.mp4	Megaupload Victory and Evernote Gets More Secure - Threat Wire-ZLP1GQB10T0.mp4	https://www.youtube.com/watch?v=ZLP1GQB10T0	38c7a15b33f1a664b5146dded426b679	6ef721327a4f796d8a7a1b38f8e17f207e1cb7a3b2d2f9c21788c757e071009a
.	threat-wire--0030--edward-snowden-revealed-as-nsa-leak.mp4	Edward Snowden Revealed as NSA Leak - Threat Wire-UhOscYlrbnw.mp4	https://www.youtube.com/watch?v=UhOscYlrbnw	912c380c31782a19a3ae0b985e837c8c	828627f3cc114a242e7d06bc86a700df336c9395f4d6d82a0684f671c553011f
.	threat-wire--0031--learn-from-snowden-how-to-protect-your-data.mp4	Learn From Snowden - How to Protect Your Data - Threat Wire-mojJ3rR2xzU.mp4	https://www.youtube.com/watch?v=mojJ3rR2xzU	d8bfacd0f73456163fac1672447329d5	d24fb7eb2bc7560e423d0461f7fbf411ff54daf906084edd1f20912406de3a08
.	threat-wire--0032--where-in-the-world-is-snowden.mp4	Where in the World is Snowden - Threatwire-mqGly27L7Aw.mp4	https://www.youtube.com/watch?v=mqGly27L7Aw	a51aaf23fed88f244701560172cc73f0	c1f18ea8db9ab720955db4506e3b88dbeb701fe8f331490473b6f097b86b5c81
.	threat-wire--0033--nsa-targets-europe.mp4	NSA Targets Europe - Threat Wire-t-tudwaFE8o.mp4	https://www.youtube.com/watch?v=t-tudwaFE8o	23c3f633bab3da707541abf678da44d4	c316f5553dc85229f0180903d09f19ec932deaaa412d1cb5a8476e7d988be48d
.	threat-wire--0034--epic-fights-against-nsa.mp4	EPIC Fights Against NSA - Threat Wire-XuXk0yLk1dI.mp4	https://www.youtube.com/watch?v=XuXk0yLk1dI	84c8606e44ae8e48d253eee596228c9a	dec24cc9137698adee4deeabb4b38b3d03db523afcb0c6faa2ee07780b222ce2
.	threat-wire--0035--feds-banned-from-def-con.mp4	Feds Banned from Def Con! - Threat Wire-ADwPeJoVYT0.mp4	https://www.youtube.com/watch?v=ADwPeJoVYT0	7750ce5e2e9feffea62ad8a71792a0c7	8dc647fefcee54d0834249ce1a727f1fd7517aa92263e5bd4fc1ccfad1ef681b
.	threat-wire--0036--no-more-porn-for-the-uk.mp4	No More Porn for the UK - Threat Wire-5raSeElg4vA.mp4	https://www.youtube.com/watch?v=5raSeElg4vA	7e2cff505c48a05d2f36f2785bf38924	6b88460326e36d1be15ce688dff76e46dd4eb1f97a9acee1288de4a9328a8282
.	threat-wire--0037--nsa-director-a-liar.mp4	NSA Director a Liar - Threat Wire-0c2EAUV9aaU.mp4	https://www.youtube.com/watch?v=0c2EAUV9aaU	8c6b4ffb762f69238568b9017c473f5a	d3ed1aa3d08e00d7143130e052b6c88db1665d739e175d6e0954380a15afaa97
.	threat-wire--0038--can-tor-be-trusted.mp4	Can Tor Be Trusted! - Threat Wire-4zldm4EExb8.mp4	https://www.youtube.com/watch?v=4zldm4EExb8	812e58bbd4e130b038739b7b18dd12a8	f478f1542cf05efa7a2cc1d67cad3ba8da74c6c65b6353268088c620704cf761
.	threat-wire--0039--obama-talks-prism.mp4	Obama Talks PRISM! - Threat Wire-lVs0V7w6oOI.mp4	https://www.youtube.com/watch?v=lVs0V7w6oOI	5d8d5ddb74fc0e566348cb8848958105	c00ea6ca532a64e380db801eff4ab9f999ec70a2ac367ebb1db3b8a7278e064c
.	threat-wire--0040--craigslist-hands-off-our-data.mp4	Craigslist - Hands Off Our Data! - Threat Wire-In6bQvvVPS4.mp4	https://www.youtube.com/watch?v=In6bQvvVPS4	0962d0a86e8c19fa894e0bb401e62fcb	f8891da74fc1bf762178c2a24632544090c7fdf11cc332c2d77781030f32608d
